id,method,category,question,gold_answer,generated_answer,official_f1,judge_label
Naive/conv-42:59,Naive,1,What does Joanna do to remember happy memories?,"Hangs them on a corkboard, writes themin a notebook.",She writes them down.,0.2678571428571429,CORRECT
Mem0/conv-42:59,Mem0,1,What does Joanna do to remember happy memories?,"Hangs them on a corkboard, writes themin a notebook.",She writes them down.,0.2678571428571429,CORRECT
A-MEM/conv-42:59,A-MEM,1,What does Joanna do to remember happy memories?,"Hangs them on a corkboard, writes themin a notebook.",She writes them down in a notebook.,0.3222222222222222,CORRECT
LangMem/conv-42:59,LangMem,1,What does Joanna do to remember happy memories?,"Hangs them on a corkboard, writes themin a notebook.",She writes them down in a notebook.,0.3222222222222222,CORRECT
SimpleMem/conv-42:59,SimpleMem,1,What does Joanna do to remember happy memories?,"Hangs them on a corkboard, writes themin a notebook.",She writes them down in a notebook.,0.3222222222222222,CORRECT
LightMem_official/conv-42:59,LightMem_official,1,What does Joanna do to remember happy memories?,"Hangs them on a corkboard, writes themin a notebook.",She writes them down in a notebook.,0.3222222222222222,CORRECT
HiGMem/conv-42:59,HiGMem,1,What does Joanna do to remember happy memories?,"Hangs them on a corkboard, writes themin a notebook.",started writing some of my favorite memories down,0.09090909090909091,CORRECT
E-Mem/conv-42:59,E-Mem,1,What does Joanna do to remember happy memories?,"Hangs them on a corkboard, writes themin a notebook.","She writes them down, immerses herself in nature, keeps family photos on a cork board, and uses the name ""Tilly"" for a stuffed animal.",0.2678571428571429,CORRECT
s_parent_single_2000/conv-42:59,s_parent_single_2000,1,What does Joanna do to remember happy memories?,"Hangs them on a corkboard, writes themin a notebook.",Joanna writes down her favorite memories and hangs her family photo on a cork board.,0.1801470588235294,CORRECT
Mem0/conv-42:60,Mem0,3,What Console does Nate own?,"A Nintendo Switch; since the game ""Xenoblade 2"" is made for this console.",Nintendo,0.6666666666666666,WRONG
E-Mem/conv-42:60,E-Mem,3,What Console does Nate own?,"A Nintendo Switch; since the game ""Xenoblade 2"" is made for this console.",Nintendo,0.6666666666666666,WRONG
E-Mem/conv-42:61,E-Mem,1,What mediums does Nate use to play games?,"Gamecube, PC,Playstation.","Computers, Nintendo consoles, Xbox controllers, and televisions.",0.0,CORRECT
Naive/conv-42:63,Naive,1,What video games does Nate play?,"Valorant, Counter Strike:Global Offensive,Xenoblade Chronicles, StreetFighter, Cyberpunk 2077","Counter-Strike: Global Offensive, Street Fighter, Valorant, and Xeonoblade Chronicles",0.36666666666666664,CORRECT
A-MEM/conv-42:63,A-MEM,1,What video games does Nate play?,"Valorant, Counter Strike:Global Offensive,Xenoblade Chronicles, StreetFighter, Cyberpunk 2077",Counter-Strike: Global Offensive,0.06666666666666667,CORRECT
LightMem_official/conv-42:63,LightMem_official,1,What video games does Nate play?,"Valorant, Counter Strike:Global Offensive,Xenoblade Chronicles, StreetFighter, Cyberpunk 2077","CS:GO, Street Fighter, Cyberpunk 2077",0.2,CORRECT
HiGMem/conv-42:63,HiGMem,1,What video games does Nate play?,"Valorant, Counter Strike:Global Offensive,Xenoblade Chronicles, StreetFighter, Cyberpunk 2077","video games, team shooter game, fantasy RPG called Xeonoblade Chronicles, Valorant",0.2571428571428572,CORRECT
Naive/conv-42:64,Naive,2,When did Nate win a big Valorant tourney?,"The Saturday before 7November, 2022",7 November 2022,0.28571428571428575,CORRECT
A-MEM/conv-42:64,A-MEM,2,When did Nate win a big Valorant tourney?,"The Saturday before 7November, 2022","Last Saturday (November 7, 2022)",0.4444444444444445,CORRECT
LangMem/conv-42:64,LangMem,2,When did Nate win a big Valorant tourney?,"The Saturday before 7November, 2022","November 5, 2022",0.28571428571428575,CORRECT
HiGMem/conv-42:64,HiGMem,2,When did Nate win a big Valorant tourney?,"The Saturday before 7November, 2022","7 November, 2022",0.28571428571428575,CORRECT
E-Mem/conv-42:64,E-Mem,2,When did Nate win a big Valorant tourney?,"The Saturday before 7November, 2022","November 5, 2022",0.28571428571428575,CORRECT
s_parent_single_2000/conv-42:64,s_parent_single_2000,2,When did Nate win a big Valorant tourney?,"The Saturday before 7November, 2022",7 November 2022,0.28571428571428575,CORRECT
LangMem/conv-42:65,LangMem,2,Which torunament did Nate win in the beginning of November 2022?,Valorant,The final of a big Valorant tournament,0.33333333333333337,CORRECT
LightMem_official/conv-42:65,LightMem_official,2,Which torunament did Nate win in the beginning of November 2022?,Valorant,The Valorant tournament on Nov 6.,0.33333333333333337,CORRECT
SimpleMem/conv-42:67,SimpleMem,1,What pets does Nate have?,A dog and threeturtles.,"Max, turtles, and a turtleling.",0.0,CORRECT
E-Mem/conv-42:67,E-Mem,1,What pets does Nate have?,A dog and threeturtles.,Turtles,0.0,CORRECT
s_parent_single_2000/conv-42:67,s_parent_single_2000,1,What pets does Nate have?,A dog and threeturtles.,"Max, turtles",0.0,CORRECT
Naive/conv-42:69,Naive,1,How many turtles does Nate have?,Three,3,0.0,CORRECT
LightMem_official/conv-42:69,LightMem_official,1,How many turtles does Nate have?,Three,Nate has three turtles.,0.4,CORRECT
Naive/conv-42:70,Naive,1,What activities does Nate do with his turtles?,"takes them onwalks, holds them,feeds themstrawberries, givesthem baths.",walking them,0.225,CORRECT
Mem0/conv-42:70,Mem0,1,What activities does Nate do with his turtles?,"takes them onwalks, holds them,feeds themstrawberries, givesthem baths.","Taking them to the beach, walking them, and watching them eat.",0.2678571428571429,CORRECT
A-MEM/conv-42:70,A-MEM,1,What activities does Nate do with his turtles?,"takes them onwalks, holds them,feeds themstrawberries, givesthem baths.",Walking them out for a walk.,0.13392857142857145,CORRECT
LangMem/conv-42:70,LangMem,1,What activities does Nate do with his turtles?,"takes them onwalks, holds them,feeds themstrawberries, givesthem baths.",Giving them baths and observing them eat fruit.,0.16111111111111112,CORRECT
SimpleMem/conv-42:70,SimpleMem,1,What activities does Nate do with his turtles?,"takes them onwalks, holds them,feeds themstrawberries, givesthem baths.","He holds them, watches them eat, and takes them to the beach.",0.34285714285714286,CORRECT
HiGMem/conv-42:70,HiGMem,1,What activities does Nate do with his turtles?,"takes them onwalks, holds them,feeds themstrawberries, givesthem baths.",taking them out for a walk,0.19642857142857145,CORRECT
s_parent_single_2000/conv-42:70,s_parent_single_2000,1,What activities does Nate do with his turtles?,"takes them onwalks, holds them,feeds themstrawberries, givesthem baths.","spending time with them, taking them out for a walk, holding them, watching them play, bringing them into the kitchen to watch him make food",0.375,CORRECT
Mem0/conv-42:71,Mem0,1,What do both Joanna and Nate appreciate the beauty of?,Nature,Life's beauty,0.0,CORRECT
LangMem/conv-42:72,LangMem,2,When did Joanna plan on going to Nate's to watch him play with his turtles?,"10 November, 2022","November 9, 2022",0.6666666666666666,WRONG
LightMem_official/conv-42:72,LightMem_official,2,When did Joanna plan on going to Nate's to watch him play with his turtles?,"10 November, 2022",09 November 2022,0.6666666666666666,WRONG
HiGMem/conv-42:72,HiGMem,2,When did Joanna plan on going to Nate's to watch him play with his turtles?,"10 November, 2022","9 November, 2022",0.6666666666666666,WRONG
E-Mem/conv-42:74,E-Mem,1,What recommendations has Nate received from Joanna?,"""Eternal Sunshine of the Spotless Mind"" movie, ""A Court of Thorns and Roses"" book, pointers for making living room comfy, starting a cork board for memories, ""Little Women"" movie","A romantic drama about memory, ""Little Women,"" writing advice, a cork board idea, and a fantasy book series.",0.31,CORRECT
Naive/conv-42:75,Naive,1,What are Nate's favorite desserts?,"coconut milk icecream, dairy-free chocolate cake with berries, chocolate and mixed-berry icecream, dairy-free chocolate mousse",coconut milk ice cream,0.14285714285714288,CORRECT
Mem0/conv-42:75,Mem0,1,What are Nate's favorite desserts?,"coconut milk icecream, dairy-free chocolate cake with berries, chocolate and mixed-berry icecream, dairy-free chocolate mousse",Dairy-free chocolate cake and coconut milk ice cream.,0.375,CORRECT
A-MEM/conv-42:75,A-MEM,1,What are Nate's favorite desserts?,"coconut milk icecream, dairy-free chocolate cake with berries, chocolate and mixed-berry icecream, dairy-free chocolate mousse","Chocolate and berry flavors, particularly dairy-free chocolate cake and chocolate raspberry tart.",0.30833333333333335,CORRECT
LightMem_official/conv-42:75,LightMem_official,1,What are Nate's favorite desserts?,"coconut milk icecream, dairy-free chocolate cake with berries, chocolate and mixed-berry icecream, dairy-free chocolate mousse",Chocolate mousse and coconut milk ice cream.,0.3232323232323232,CORRECT
E-Mem/conv-42:75,E-Mem,1,What are Nate's favorite desserts?,"coconut milk icecream, dairy-free chocolate cake with berries, chocolate and mixed-berry icecream, dairy-free chocolate mousse",Coconut milk ice cream,0.14285714285714288,CORRECT
s_parent_single_2000/conv-42:75,s_parent_single_2000,1,What are Nate's favorite desserts?,"coconut milk icecream, dairy-free chocolate cake with berries, chocolate and mixed-berry icecream, dairy-free chocolate mousse","chocolate, mixed berry, coconut milk",0.5333333333333333,WRONG
Naive/conv-42:76,Naive,1,How has Nate tried to disburse his vegan ice-cream recipes?,"teaching others, cooking show",on his own cooking show,0.28571428571428575,CORRECT
Mem0/conv-42:76,Mem0,1,How has Nate tried to disburse his vegan ice-cream recipes?,"teaching others, cooking show",By teaching people on his own cooking show and sharing them with his vegan diet group.,0.1764705882352941,CORRECT
A-MEM/conv-42:76,A-MEM,1,How has Nate tried to disburse his vegan ice-cream recipes?,"teaching others, cooking show",He shared it with his vegan diet group and taught it on his own cooking show.,0.11764705882352941,CORRECT
LangMem/conv-42:76,LangMem,1,How has Nate tried to disburse his vegan ice-cream recipes?,"teaching others, cooking show",On his own cooking show,0.28571428571428575,CORRECT
SimpleMem/conv-42:76,SimpleMem,1,How has Nate tried to disburse his vegan ice-cream recipes?,"teaching others, cooking show",On his own cooking show.,0.28571428571428575,CORRECT
LightMem_official/conv-42:76,LightMem_official,1,How has Nate tried to disburse his vegan ice-cream recipes?,"teaching others, cooking show",He taught it on a cooking show.,0.25,CORRECT
HiGMem/conv-42:76,HiGMem,1,How has Nate tried to disburse his vegan ice-cream recipes?,"teaching others, cooking show",teaching people vegan ice cream recipes on my own cooking show,0.23076923076923078,CORRECT
E-Mem/conv-42:76,E-Mem,1,How has Nate tried to disburse his vegan ice-cream recipes?,"teaching others, cooking show",On his own cooking show.,0.28571428571428575,CORRECT
s_parent_single_2000/conv-42:76,s_parent_single_2000,1,How has Nate tried to disburse his vegan ice-cream recipes?,"teaching others, cooking show","teaching people vegan ice cream recipes on his own cooking show, sharing it with people in his vegan diet group, and offering the recipe to Joanna",0.23076923076923078,CORRECT
SimpleMem/conv-42:77,SimpleMem,2,When did Nate win his second tournament?,"The week before 2 May, 2022.",Last week of May 2022.,0.6,WRONG
E-Mem/conv-42:77,E-Mem,2,When did Nate win his second tournament?,"The week before 2 May, 2022.",Last week of April 2022,0.4000000000000001,CORRECT
s_parent_single_2000/conv-42:77,s_parent_single_2000,2,When did Nate win his second tournament?,"The week before 2 May, 2022.",25 April 2022,0.25,CORRECT
Naive/conv-42:79,Naive,1,How many screenplays has Joanna written?,three,3,0.0,CORRECT
LightMem_official/conv-42:79,LightMem_official,1,How many screenplays has Joanna written?,three,Three screenplays have been written.,0.33333333333333337,CORRECT
s_parent_single_2000/conv-42:81,s_parent_single_2000,1,What recipes has Joanna made?,"dairy free vanilla cake with strawberry filling and coconut cream frosting, parfait, strawberry chocolate cake, chocolate coconut cupcakes, chocolate raspberry tart, chocolate cake with raspberries, blueberry cheesecake bars","dairy-free cake with white frosting, strawberry filling, and coconut cream frosting, dairy-free vanilla with strawberry filling and coconut cream frosting, dairy-free chocolate coconut cupcakes with raspberry frosting, dessert made with blueberries, coconut milk, and a gluten-free crust",0.42984951556380124,CORRECT
Mem0/conv-42:82,Mem0,1,What recipes has Nate made?,"coconut milk icecream, chocolate and vanilla swirl","Vegan coconut milk ice cream, dairy-free chocolate cake, and chocolate-vanilla swirl.",0.45,CORRECT
